file,loc,functions,classes,category
src/net/fods/Model/Text/Span.cs,29,0,0,product_runtime
src/net/fods/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/fods/obj/Debug/net10.0/FormatFactory.Fods.AssemblyInfo.cs,25,0,0,product_runtime
src/net/fods/obj/Debug/net10.0/FormatFactory.Fods.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/fods/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/fods/obj/Release/net10.0/FormatFactory.Fods.AssemblyInfo.cs,25,0,0,product_runtime
src/net/fods/obj/Release/net10.0/FormatFactory.Fods.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/fods/Parsing/StyleParser.cs,112,0,0,product_runtime
src/net/fods/Parsing/TableParser.cs,197,0,0,product_runtime
src/net/fods/Spec/Office/Document.cs,40,0,0,product_runtime
src/net/fods/Spec/Table/Table.cs,34,0,0,product_runtime
src/net/fods/Spec/Table/TableCell.cs,40,0,0,product_runtime
src/net/fods/Spec/Table/TableRow.cs,32,0,0,product_runtime
src/net/fods/Writing/StyleWriter.cs,108,0,0,product_runtime
src/net/fods/Writing/TableWriter.cs,152,0,0,product_runtime
src/net/fodt/Exceptions/FodtDocumentException.cs,13,0,0,product_runtime
src/net/fodt/FodtDocument.cs,778,0,0,product_runtime
src/net/fodt/FodtDocumentAccessor.cs,284,0,0,product_runtime
src/net/fodt/FodtDocumentAdvancedTextOps.cs,668,0,0,product_runtime
src/net/fodt/FodtDocumentEditing.cs,664,0,0,product_runtime
src/net/fodt/FodtDocumentSectionBookmarkOps.cs,682,0,0,product_runtime
src/net/fodt/FodtDocumentStyleMetadataOps.cs,693,0,0,product_runtime
src/net/fodt/FodtHtmlExporter.cs,197,0,0,product_runtime
src/net/fodt/FodtMarkdownExporter.cs,189,0,0,product_runtime
src/net/fodt/FodtParser.cs,320,0,0,product_runtime
src/net/fodt/FodtPdfExporter.cs,331,0,0,product_runtime
src/net/fodt/FodtPngExporter.cs,312,0,0,product_runtime
src/net/fodt/FodtTxtExporter.cs,167,0,0,product_runtime
src/net/fodt/FodtWriter.cs,55,0,0,product_runtime
src/net/fodt/Model/FodtBody.cs,69,0,0,product_runtime
src/net/fodt/Model/FodtParagraph.cs,83,0,0,product_runtime
src/net/fodt/Model/FodtTable.cs,67,0,0,product_runtime
src/net/fodt/Model/FodtTableCell.cs,66,0,0,product_runtime
src/net/fodt/Model/FodtTableRow.cs,48,0,0,product_runtime
src/net/fodt/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/fodt/obj/Debug/net10.0/FormatFactory.Fodt.AssemblyInfo.cs,24,0,0,product_runtime
src/net/fodt/obj/Debug/net10.0/FormatFactory.Fodt.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/fodt/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/fodt/obj/Release/net10.0/FormatFactory.Fodt.AssemblyInfo.cs,24,0,0,product_runtime
src/net/fodt/obj/Release/net10.0/FormatFactory.Fodt.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/fodt/Spec/Office/Body.cs,25,0,0,product_runtime
src/net/fodt/Spec/Table/Table.cs,28,0,0,product_runtime
src/net/fodt/Spec/Table/TableCell.cs,27,0,0,product_runtime
src/net/fodt/Spec/Table/TableRow.cs,27,0,0,product_runtime
src/net/fodt/Spec/Text/Heading.cs,33,0,0,product_runtime
src/net/fodt/Spec/Text/List.cs,27,0,0,product_runtime
src/net/fodt/Spec/Text/ListItem.cs,24,0,0,product_runtime
src/net/fodt/Spec/Text/Paragraph.cs,32,0,0,product_runtime
src/net/fodt/Spec/Text/Span.cs,27,0,0,product_runtime
src/net/html/HtmlWriter.cs,170,0,0,product_runtime
src/net/html/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/html/obj/Debug/net10.0/FormatFactory.Html.AssemblyInfo.cs,24,0,0,product_runtime
src/net/html/obj/Debug/net10.0/FormatFactory.Html.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/html/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/html/obj/Release/net10.0/FormatFactory.Html.AssemblyInfo.cs,24,0,0,product_runtime
src/net/html/obj/Release/net10.0/FormatFactory.Html.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/markdown/MarkdownWriter.cs,98,0,0,product_runtime
src/net/markdown/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/markdown/obj/Debug/net10.0/FormatFactory.Markdown.AssemblyInfo.cs,24,0,0,product_runtime
src/net/markdown/obj/Debug/net10.0/FormatFactory.Markdown.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/markdown/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/markdown/obj/Release/net10.0/FormatFactory.Markdown.AssemblyInfo.cs,24,0,0,product_runtime
src/net/markdown/obj/Release/net10.0/FormatFactory.Markdown.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/ndjson/NdjsonCsvExporter.cs,96,0,0,product_runtime
src/net/ndjson/NdjsonDocument.cs,179,0,0,product_runtime
src/net/ndjson/NdjsonException.cs,13,0,0,product_runtime
src/net/ndjson/NdjsonReader.cs,106,0,0,product_runtime
src/net/ndjson/NdjsonRecord.cs,52,0,0,product_runtime
src/net/ndjson/NdjsonWriter.cs,59,0,0,product_runtime
src/net/ndjson/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/ndjson/obj/Debug/net10.0/FormatFactory.Ndjson.AssemblyInfo.cs,24,0,0,product_runtime
src/net/ndjson/obj/Debug/net10.0/FormatFactory.Ndjson.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/ndjson/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/ndjson/obj/Release/net10.0/FormatFactory.Ndjson.AssemblyInfo.cs,24,0,0,product_runtime
src/net/ndjson/obj/Release/net10.0/FormatFactory.Ndjson.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/ndjson/Spec/NdjsonRecord.cs,26,0,0,product_runtime
src/net/netpbm/Exceptions/NetpbmException.cs,29,0,0,product_runtime
src/net/netpbm/Model/NetpbmFormat.cs,26,0,0,product_runtime
src/net/netpbm/Model/NetpbmImage.cs,580,0,0,product_runtime
src/net/netpbm/Model/NetpbmImageAnalyzer.cs,157,0,0,product_runtime
src/net/netpbm/Model/NetpbmImageFilters.cs,492,0,0,product_runtime
src/net/netpbm/Model/NetpbmImageTransforms.cs,627,0,0,product_runtime
src/net/netpbm/NetpbmDocument.cs,109,0,0,product_runtime
src/net/netpbm/NetpbmExporter.cs,188,0,0,product_runtime
src/net/netpbm/NetpbmParser.cs,324,0,0,product_runtime
src/net/netpbm/NetpbmWriter.cs,208,0,0,product_runtime
src/net/netpbm/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/netpbm/obj/Debug/net10.0/FormatFactory.Netpbm.AssemblyInfo.cs,25,0,0,product_runtime
src/net/netpbm/obj/Debug/net10.0/FormatFactory.Netpbm.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/netpbm/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/netpbm/obj/Release/net10.0/FormatFactory.Netpbm.AssemblyInfo.cs,25,0,0,product_runtime
src/net/netpbm/obj/Release/net10.0/FormatFactory.Netpbm.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/netpbm/Spec/NetpbmImage.cs,35,0,0,product_runtime
src/net/tsv/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/tsv/obj/Debug/net10.0/FormatFactory.Tsv.AssemblyInfo.cs,23,0,0,product_runtime
src/net/tsv/obj/Debug/net10.0/FormatFactory.Tsv.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/tsv/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/tsv/obj/Release/net10.0/FormatFactory.Tsv.AssemblyInfo.cs,23,0,0,product_runtime
src/net/tsv/obj/Release/net10.0/FormatFactory.Tsv.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/tsv/Spec/TsvRecord.cs,26,0,0,product_runtime
src/net/tsv/TsvCsvExporter.cs,64,0,0,product_runtime
src/net/tsv/TsvDocument.cs,154,0,0,product_runtime
src/net/tsv/TsvException.cs,11,0,0,product_runtime
src/net/tsv/TsvReader.cs,100,0,0,product_runtime
src/net/tsv/TsvWriter.cs,81,0,0,product_runtime
src/net/txt/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/txt/obj/Debug/net10.0/FormatFactory.Txt.AssemblyInfo.cs,24,0,0,product_runtime
src/net/txt/obj/Debug/net10.0/FormatFactory.Txt.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/txt/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/txt/obj/Release/net10.0/FormatFactory.Txt.AssemblyInfo.cs,24,0,0,product_runtime
src/net/txt/obj/Release/net10.0/FormatFactory.Txt.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/txt/TxtWriter.cs,84,0,0,product_runtime
src/net/zst/Exceptions/ZstException.cs,43,0,0,product_runtime
src/net/zst/obj/Debug/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/zst/obj/Debug/net10.0/FormatFactory.Zst.AssemblyInfo.cs,25,0,0,product_runtime
src/net/zst/obj/Debug/net10.0/FormatFactory.Zst.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/zst/obj/Release/net10.0/.NETCoreApp,Version=v10.0.AssemblyAttributes.cs,4,0,0,product_runtime
src/net/zst/obj/Release/net10.0/FormatFactory.Zst.AssemblyInfo.cs,25,0,0,product_runtime
src/net/zst/obj/Release/net10.0/FormatFactory.Zst.GlobalUsings.g.cs,8,0,0,product_runtime
src/net/zst/ZstDocument.cs,86,0,0,product_runtime
src/net/zst/ZstParser.cs,147,0,0,product_runtime
src/net/zst/ZstWriter.cs,185,0,0,product_runtime
tools/supervisor/action_queue.py,340,16,0,state_management
tools/supervisor/adversarial_check.py,97,3,0,supervisor_orchestration
tools/supervisor/ai_evidence_critic.py,186,8,0,ai_integration
tools/supervisor/ai_implementation_designer.py,220,8,0,ai_integration
tools/supervisor/ai_learning_loop.py,198,5,0,ai_integration
tools/supervisor/ai_product_brain.py,282,11,0,ai_integration
tools/supervisor/ai_sprint_manager.py,248,9,0,ai_integration
tools/supervisor/ai_supervisor_advisor.py,233,5,0,ai_integration
tools/supervisor/anti_skip_checker.py,1351,30,0,governance_validation
tools/supervisor/ast_forbidden_scanner.py,348,17,5,supervisor_orchestration
tools/supervisor/atomic_io.py,58,2,0,shared_infrastructure
tools/supervisor/authority_conveyor.py,355,10,0,governance_validation
tools/supervisor/authority_gate_validation.py,364,9,0,governance_validation
tools/supervisor/authority_integration_fabric.py,462,15,6,governance_validation
tools/supervisor/autonomous_cycle.py,2651,4,0,supervisor_orchestration
tools/supervisor/autonomous_cycle_extensions/__init__.py,302,7,0,supervisor_orchestration
tools/supervisor/autonomous_cycle_extensions/knowledge_freshness_hook.py,45,1,0,supervisor_orchestration
tools/supervisor/autonomous_cycle_extensions.py,1171,18,0,supervisor_orchestration
tools/supervisor/autonomous_cycle_utils.py,335,5,0,supervisor_orchestration
tools/supervisor/autonomous_host_daemon.py,113,4,0,supervisor_orchestration
tools/supervisor/autonomous_host_runner.py,651,14,0,supervisor_orchestration
tools/supervisor/autonomous_loop_runner.py,922,29,2,supervisor_orchestration
tools/supervisor/autonomous_orchestrator.py,663,15,2,supervisor_orchestration
tools/supervisor/autonomous_poc_controller.py,840,16,0,supervisor_orchestration
tools/supervisor/autonomous_task_generator.py,1920,8,0,capability_planning
tools/supervisor/autonomous_train_executor.py,698,14,0,supervisor_orchestration
tools/supervisor/autonomy_route_decider.py,564,14,1,supervisor_orchestration
tools/supervisor/autonomy_route_ledger.py,64,3,0,supervisor_orchestration
tools/supervisor/autonomy_route_models.py,77,0,0,supervisor_orchestration
tools/supervisor/backend_selector.py,150,6,1,shared_infrastructure
tools/supervisor/backends/__init__.py,4,0,0,supervisor_orchestration
tools/supervisor/backends/cognee_memory_backend.py,53,4,1,supervisor_orchestration
tools/supervisor/backends/llm_api_backend.py,247,5,1,ai_integration
tools/supervisor/backends/local_deterministic_backend.py,293,13,1,supervisor_orchestration
tools/supervisor/backends/mcp_superpowers_backend.py,64,5,1,supervisor_orchestration
tools/supervisor/backends/session_skill_backend.py,68,5,1,supervisor_orchestration
tools/supervisor/backends/skill_seekers_backend.py,48,4,1,supervisor_orchestration
tools/supervisor/backends/superpowers_skill_backend.py,52,4,1,supervisor_orchestration
tools/supervisor/backends/task_master_backend.py,64,5,1,supervisor_orchestration
tools/supervisor/before_after_evidence.py,183,2,0,evidence_processing
tools/supervisor/bounded_repair_engine.py,424,14,3,supervisor_orchestration
tools/supervisor/build_capability_routes.py,81,3,0,supervisor_orchestration
tools/supervisor/build_context_pack.py,344,13,0,shared_infrastructure
tools/supervisor/build_declaration_review_package.py,407,5,0,evidence_processing
tools/supervisor/build_proof_graph_iter001.py,199,2,0,evidence_processing
tools/supervisor/build_proof_graph_iter002.py,184,2,0,evidence_processing
tools/supervisor/build_proof_graph_iter003.py,127,2,0,evidence_processing
tools/supervisor/capability_compiler.py,521,15,0,capability_planning
tools/supervisor/capability_feature_compiler.py,504,22,2,capability_planning
tools/supervisor/capability_queue_consumer.py,360,12,0,capability_planning
tools/supervisor/capability_to_feature_compiler.py,5,0,0,capability_planning
tools/supervisor/capability_verifier.py,416,15,6,capability_planning
tools/supervisor/capture_raw_logs.py,158,2,0,evidence_processing
tools/supervisor/cci_migration.py,214,7,0,migration_compat
tools/supervisor/check_continuation.py,796,5,0,supervisor_orchestration
tools/supervisor/check_cross_stream_consumption.py,299,8,0,supervisor_orchestration
tools/supervisor/check_mcp_status.py,233,4,0,supervisor_orchestration
tools/supervisor/check_system_healing_gate.py,478,18,0,supervisor_orchestration
tools/supervisor/check_track_health.py,339,5,0,supervisor_orchestration
tools/supervisor/choose_skill_or_handoff.py,264,6,0,supervisor_orchestration
tools/supervisor/closure_challenger.py,254,3,0,evidence_processing
tools/supervisor/compare_goal_to_evidence.py,362,15,0,evidence_processing
tools/supervisor/compose_verify_loop.py,384,8,4,supervisor_orchestration
tools/supervisor/concurrency/__init__.py,9,0,0,supervisor_orchestration
tools/supervisor/concurrency/checkpoint.py,274,10,1,supervisor_orchestration
tools/supervisor/concurrency/errors.py,69,3,5,supervisor_orchestration
tools/supervisor/concurrency/mission_lock.py,386,16,1,supervisor_orchestration
tools/supervisor/concurrency/worker_claim.py,257,11,1,supervisor_orchestration
tools/supervisor/continuation_identity.py,259,11,1,state_management
tools/supervisor/continuation_ledger.py,136,5,0,state_management
tools/supervisor/continuation_router.py,146,3,1,state_management
tools/supervisor/continuation_selector.py,150,2,1,state_management
tools/supervisor/continuation_state.py,278,18,0,state_management
tools/supervisor/control_index/__init__.py,27,2,1,supervisor_orchestration
tools/supervisor/control_index/__main__.py,140,5,0,supervisor_orchestration
tools/supervisor/control_index/adapters/__init__.py,49,6,1,supervisor_orchestration
tools/supervisor/control_index/adapters/json_adapter.py,95,8,4,supervisor_orchestration
tools/supervisor/control_index/adapters/yaml_adapter.py,93,8,3,supervisor_orchestration
tools/supervisor/control_index/db.py,92,6,0,supervisor_orchestration
tools/supervisor/control_index/ingestors/__init__.py,105,5,1,supervisor_orchestration
tools/supervisor/control_index/ingestors/capability_ingestor.py,53,2,1,capability_planning
tools/supervisor/control_index/ingestors/event_ingestor.py,55,3,1,supervisor_orchestration
tools/supervisor/control_index/ingestors/evidence_ingestor.py,131,4,1,evidence_processing
tools/supervisor/control_index/ingestors/failure_ingestor.py,60,2,1,supervisor_orchestration
tools/supervisor/control_index/ingestors/format_ingestor.py,55,2,1,supervisor_orchestration
tools/supervisor/control_index/ingestors/gap_ingestor.py,77,3,1,capability_planning
tools/supervisor/control_index/ingestors/layer_ingestor.py,75,3,1,supervisor_orchestration
tools/supervisor/control_index/ingestors/plan_lock_ingestor.py,55,3,1,state_management
tools/supervisor/control_index/ingestors/qname_ingestor.py,59,2,1,spec_acquisition
tools/supervisor/control_index/ingestors/skill_ingestor.py,52,2,1,supervisor_orchestration
tools/supervisor/control_index/ingestors/violation_ingestor.py,64,3,2,supervisor_orchestration
tools/supervisor/control_index/query.py,298,12,0,supervisor_orchestration
tools/supervisor/control_index/search.py,114,2,0,supervisor_orchestration
tools/supervisor/control_index/staleness.py,95,3,0,supervisor_orchestration
tools/supervisor/control_index/sync.py,149,8,2,supervisor_orchestration
tools/supervisor/delegate_gap.py,262,8,0,supervisor_orchestration
tools/supervisor/delegation_gate.py,130,2,0,supervisor_orchestration
tools/supervisor/detect_ad_hoc_execution.py,86,4,0,supervisor_orchestration
tools/supervisor/detect_product_progress.py,220,8,0,supervisor_orchestration
tools/supervisor/discover_latest_evidence.py,274,8,0,evidence_processing
tools/supervisor/dom_baseline_scanner.py,104,4,0,governance_validation
tools/supervisor/dom_contract_checker.py,269,8,0,governance_validation
tools/supervisor/dom_maturity_promoter.py,119,3,0,governance_validation
tools/supervisor/drivers_promotion.py,214,6,1,supervisor_orchestration
tools/supervisor/embedding_retrieval.py,838,39,8,ai_integration
tools/supervisor/emit_maturity_signal.py,89,1,0,supervisor_orchestration
tools/supervisor/evidence_auto_packager.py,405,13,0,evidence_processing
tools/supervisor/evidence_continuation.py,366,10,0,evidence_processing
tools/supervisor/evidence_declaration.py,219,7,0,evidence_processing
tools/supervisor/evidence_manifest.py,298,6,0,evidence_processing
tools/supervisor/execution_backend.py,97,5,5,supervisor_orchestration
tools/supervisor/external_host_loop.py,674,14,0,supervisor_orchestration
tools/supervisor/external_tool_governance.py,219,7,0,supervisor_orchestration
tools/supervisor/failure_memory.py,233,14,1,supervisor_orchestration
tools/supervisor/focused_evidence_extractor.py,261,6,0,evidence_processing
tools/supervisor/freeze_gate_runner.py,487,13,5,governance_validation
tools/supervisor/gap_closure_engine.py,157,5,0,capability_planning
tools/supervisor/gap_ledger_hygiene.py,223,7,3,capability_planning
tools/supervisor/gap_ledger_to_work_items.py,249,5,0,capability_planning
tools/supervisor/gap_verification_engine.py,114,4,0,capability_planning
tools/supervisor/gen_readiness_registry.py,42,0,0,source_generation
tools/supervisor/gen_skill_transcripts.py,179,0,0,source_generation
tools/supervisor/generate_closure_artifacts.py,353,10,0,supervisor_orchestration
tools/supervisor/generate_execution_handoff.py,234,4,0,supervisor_orchestration
tools/supervisor/generate_iter001_samples.py,128,0,0,supervisor_orchestration
tools/supervisor/generate_mainstream_execution_packet.py,486,4,0,prompt_generation
tools/supervisor/generate_next_worker_prompt.py,1546,26,0,prompt_generation
tools/supervisor/generate_sample_outputs.py,153,6,0,supervisor_orchestration
tools/supervisor/generate_sprint_learning.py,371,11,0,supervisor_orchestration
tools/supervisor/generate_stream_gaps.py,291,7,0,prompt_generation
tools/supervisor/generate_stream_routing_packet.py,292,9,0,prompt_generation
tools/supervisor/generate_supervisor_packet.py,1437,20,0,prompt_generation
tools/supervisor/governance_validator_runner.py,687,4,0,supervisor_orchestration
tools/supervisor/governance_validator_utils.py,152,4,0,supervisor_orchestration
tools/supervisor/governance_validators.py,3183,53,0,governance_validation
tools/supervisor/governance_validators_consumer_proof.py,209,4,0,governance_validation
tools/supervisor/governance_validators_dotnet.py,180,2,0,governance_validation
tools/supervisor/governance_validators_dotnet_semantic.py,744,16,0,governance_validation
tools/supervisor/governance_validators_ext.py,1397,16,0,governance_validation
tools/supervisor/governance_validators_ext2.py,1074,20,0,governance_validation
tools/supervisor/governance_validators_ext3.py,890,12,0,governance_validation
tools/supervisor/governance_validators_ext4.py,696,22,1,governance_validation
tools/supervisor/governance_validators_found_issue.py,427,10,0,governance_validation
tools/supervisor/governance_validators_gate_auth.py,301,2,0,governance_validation
tools/supervisor/governance_validators_layers.py,260,4,0,governance_validation
tools/supervisor/governance_validators_ledger.py,125,1,0,governance_validation
tools/supervisor/governance_validators_output_quality.py,212,4,0,governance_validation
tools/supervisor/governance_validators_path.py,85,2,0,governance_validation
tools/supervisor/governance_validators_root_struct.py,167,2,0,governance_validation
tools/supervisor/governance_validators_sal.py,291,4,0,governance_validation
tools/supervisor/governance_validators_signal.py,96,1,0,governance_validation
tools/supervisor/governance_validators_spec.py,571,7,0,governance_validation
tools/supervisor/grade_declared_work.py,1127,14,0,evidence_processing
tools/supervisor/grade_intermediate_verify.py,372,10,0,evidence_processing
tools/supervisor/grade_to_quality_adapter.py,169,4,0,evidence_processing
tools/supervisor/grader_reliability.py,459,10,6,supervisor_orchestration
tools/supervisor/grading_retrieval_bridge.py,133,3,0,supervisor_orchestration
tools/supervisor/guard_001_checker.py,117,3,0,supervisor_orchestration
tools/supervisor/init_mission_ledger.py,87,3,0,supervisor_orchestration
tools/supervisor/inspect_declared_evidence.py,542,13,0,evidence_processing
tools/supervisor/knowledge_freshness_validator.py,86,1,0,supervisor_orchestration
tools/supervisor/lane_dependency_checker.py,87,1,0,capability_planning
tools/supervisor/lane_enforcement_validator.py,184,5,2,capability_planning
tools/supervisor/lane_execution_ledger.py,216,6,0,capability_planning
tools/supervisor/lane_selector.py,269,8,0,capability_planning
tools/supervisor/learning_consumer.py,165,9,1,supervisor_orchestration
tools/supervisor/libforge_adapter_planner.py,203,5,2,source_generation
tools/supervisor/libforge_integration_evidence_check.py,774,24,2,source_generation
tools/supervisor/libforge_isolated_job_runner.py,367,7,4,source_generation
tools/supervisor/libforge_pattern_registry.py,420,8,5,source_generation
tools/supervisor/lifecycle_audit.py,808,13,0,supervisor_orchestration
tools/supervisor/llm_backend_config.py,65,3,0,ai_integration
tools/supervisor/logging_config.py,64,2,1,shared_infrastructure
tools/supervisor/machinery_audit.py,200,4,0,supervisor_orchestration
tools/supervisor/mainstream_acceleration_packet.py,336,6,0,supervisor_orchestration
tools/supervisor/materialize_and_review.py,62,2,0,evidence_processing
tools/supervisor/materialize_declared_evidence.py,424,7,0,evidence_processing
tools/supervisor/maturity_trend.py,185,5,0,supervisor_orchestration
tools/supervisor/mcp_bridge.py,127,4,0,supervisor_orchestration
tools/supervisor/migrate_command_sections.py,742,11,0,migration_compat
tools/supervisor/neighboring_risk_reviewer.py,214,3,0,supervisor_orchestration
tools/supervisor/next_action_generator.py,220,8,1,supervisor_orchestration
tools/supervisor/next_action_runner.py,242,3,0,supervisor_orchestration
tools/supervisor/next_action_schema.py,99,2,1,supervisor_orchestration
tools/supervisor/next_best_action.py,155,6,0,supervisor_orchestration
tools/supervisor/orchestrator_lifetime.py,229,5,0,supervisor_orchestration
tools/supervisor/package_install_proof.py,272,7,0,supervisor_orchestration
tools/supervisor/patch_ledger_csproj.py,40,0,0,migration_compat
tools/supervisor/patch_registry_missing_fields.py,276,1,0,migration_compat
tools/supervisor/path_resolver.py,159,4,0,shared_infrastructure
tools/supervisor/plan_identity.py,489,10,0,state_management
tools/supervisor/plan_lock_gc.py,42,1,0,state_management
tools/supervisor/plan_placement.py,107,3,0,supervisor_orchestration
tools/supervisor/post_sprint_loop_controller.py,374,12,0,supervisor_orchestration
tools/supervisor/preflight_skill_entry.py,62,2,0,supervisor_orchestration
tools/supervisor/prior_closure_auditor.py,183,4,0,supervisor_orchestration
tools/supervisor/product_action_guard.py,473,9,1,source_generation
tools/supervisor/product_deepening_gate.py,263,7,0,supervisor_orchestration
tools/supervisor/product_feature_factory.py,446,16,2,supervisor_orchestration
tools/supervisor/product_source_executor.py,550,12,2,source_generation
tools/supervisor/product_task_selector.py,357,5,0,capability_planning
tools/supervisor/product_velocity_scorer.py,309,7,0,supervisor_orchestration
tools/supervisor/project_product_ledger_to_proof_graph.py,250,7,0,supervisor_orchestration
tools/supervisor/promotion_manager.py,257,9,1,supervisor_orchestration
tools/supervisor/proof_adequacy_contract.py,414,6,4,governance_validation
tools/supervisor/proof_backed_poc_gate.py,537,9,0,governance_validation
tools/supervisor/qname_ontology_generator.py,389,8,0,spec_acquisition
tools/supervisor/quality_scorer.py,349,4,0,supervisor_orchestration
tools/supervisor/readme_lane_injector.py,155,6,0,supervisor_orchestration
tools/supervisor/reconcile_exports_vs_capabilities.py,138,4,0,supervisor_orchestration
tools/supervisor/record_lane_execution.py,290,10,0,supervisor_orchestration
tools/supervisor/reopen_plan_lock.py,321,5,0,supervisor_orchestration
tools/supervisor/reset_track_signal.py,160,2,0,supervisor_orchestration
tools/supervisor/reviewer_adapter.py,77,2,0,supervisor_orchestration
tools/supervisor/rework_orchestrator.py,683,17,7,supervisor_orchestration
tools/supervisor/run_skill_idempotency.py,78,3,0,supervisor_orchestration
tools/supervisor/sal_format_advisory.py,160,4,0,spec_acquisition
tools/supervisor/scan_residual_bypasses.py,116,3,0,supervisor_orchestration
tools/supervisor/scope_guard.py,277,8,0,supervisor_orchestration
tools/supervisor/select_poc_gaps.py,548,18,0,capability_planning
tools/supervisor/simulate_autonomous_loop.py,381,8,2,supervisor_orchestration
tools/supervisor/skill_inventory.py,74,3,0,supervisor_orchestration
tools/supervisor/source_pattern_miner.py,176,6,0,supervisor_orchestration
tools/supervisor/sprint_executor.py,628,15,0,supervisor_orchestration
tools/supervisor/sprint_executor_validate.py,828,16,0,supervisor_orchestration
tools/supervisor/stale_queue_repair_hook.py,165,4,0,supervisor_orchestration
tools/supervisor/stop_reason_adjudicator.py,1025,6,2,supervisor_orchestration
tools/supervisor/stream_forecaster.py,130,6,0,supervisor_orchestration
tools/supervisor/stream_prompt_generator.py,183,3,0,prompt_generation
tools/supervisor/summary_classifier.py,420,10,0,supervisor_orchestration
tools/supervisor/supervisor_loop.py,605,22,0,supervisor_orchestration
tools/supervisor/sync_local_memory.py,243,10,0,supervisor_orchestration
tools/supervisor/sync_skill_command_registry.py,89,3,0,supervisor_orchestration
tools/supervisor/terminal_closure_validators.py,239,4,0,supervisor_orchestration
tools/supervisor/test_drivers.py,269,14,1,tests
tools/supervisor/test_layer_utils.py,76,3,0,tests
tools/supervisor/test_plan_generator.py,175,5,0,tests
tools/supervisor/tri_lane_integration.py,973,26,1,supervisor_orchestration
tools/supervisor/update_ledger_mwp.py,194,0,0,supervisor_orchestration
tools/supervisor/update_source_baseline.py,317,9,0,supervisor_orchestration
tools/supervisor/validate_adoption_compliance.py,293,6,0,governance_validation
tools/supervisor/validate_claude_commands.py,403,5,0,governance_validation
tools/supervisor/validate_closeout_gate.py,322,12,0,governance_validation
tools/supervisor/validate_evidence_for_supervisor.py,578,14,0,governance_validation
tools/supervisor/validate_execution_plan.py,210,6,0,governance_validation
tools/supervisor/validate_ledger_entry.py,168,4,0,governance_validation
tools/supervisor/validate_no_stop_watchdog.py,219,7,0,governance_validation
tools/supervisor/validate_package_identity.py,236,4,0,governance_validation
tools/supervisor/validate_plan_readiness.py,219,2,0,governance_validation
tools/supervisor/validate_product_code_ledger.py,195,8,0,governance_validation
tools/supervisor/validate_prompt_quality.py,256,2,0,governance_validation
tools/supervisor/validate_skill_contracts.py,86,2,0,governance_validation
tools/supervisor/validate_skill_registry.py,275,3,0,governance_validation
